+++
RED:UKNet.rut
********************************************************
********************************************************
Probablidad de Bloqueo por usuario con 12 Long. de Onda:
Probablidad de Bloqueo total de la Red: 0.001364
********************************************************
Origen	Destino	Prob.Bloqueo	Saltos
5	6	0.000000	1.000000
5	7	0.000000	1.000000
5	8	0.000152	2.000000
5	9	0.000228	1.000000
5	10	0.008649	3.000000
5	11	0.000225	2.000000
5	12	0.002890	2.000000
5	13	0.003005	2.000000
5	14	0.000000	2.000000
5	15	0.000832	3.000000
5	16	0.006380	3.000000
5	17	0.002746	3.000000
5	18	0.007531	4.000000
5	19	0.002620	3.000000
6	0	0.009251	2.000000
6	1	0.008394	3.000000
6	2	0.000000	2.000000
6	3	0.000000	2.000000
6	4	0.000000	1.000000
6	5	0.000000	1.000000
6	6	NO TIENE
6	7	0.000000	1.000000
6	8	0.000685	2.000000
6	9	0.000227	2.000000
6	10	0.008364	3.000000
6	11	0.000686	1.000000
6	12	0.002196	1.000000
6	13	0.002654	2.000000
6	14	0.000000	1.000000
6	15	0.001066	2.000000
6	16	0.004810	3.000000
6	17	0.002573	2.000000
6	18	0.006939	4.000000
6	19	0.003020	2.000000
7	0	0.007013	3.000000
7	1	0.009014	3.000000
7	2	0.000000	3.000000
7	3	0.000000	2.000000
7	4	0.000000	2.000000
7	5	0.000000	1.000000
7	6	0.000000	1.000000
7	7	NO TIENE
7	8	0.000306	3.000000
7	9	0.000377	2.000000
7	10	0.008554	4.000000
7	11	0.000529	2.000000
7	12	0.002693	2.000000
7	13	0.003225	3.000000
7	14	0.000000	2.000000
7	15	0.000454	3.000000
7	16	0.003967	4.000000
7	17	0.003548	3.000000
7	18	0.007705	5.000000
7	19	0.003998	3.000000
8	0	0.015269	3.000000
8	1	0.017552	2.000000
8	2	0.007882	2.000000
8	3	0.008959	1.000000
8	4	0.006922	2.000000
8	5	0.000152	2.000000
8	6	0.000302	2.000000
8	7	0.000000	3.000000
8	8	NO TIENE
8	9	0.000000	1.000000
8	10	0.008880	1.000000
8	11	0.000000	1.000000
8	12	0.003131	3.000000
8	13	0.003096	3.000000
8	14	0.000978	1.000000
8	15	0.000153	2.000000
8	16	0.004929	1.000000
8	17	0.002825	2.000000
8	18	0.008139	2.000000
8	19	0.003873	2.000000
9	0	0.009945	3.000000
9	1	0.007389	2.000000
9	2	0.000000	2.000000
9	3	0.000000	1.000000
9	4	0.000000	2.000000
9	5	0.000604	1.000000
9	6	0.000075	2.000000
9	7	0.000075	2.000000
9	8	0.000000	1.000000
9	9	NO TIENE
9	10	0.009035	2.000000
9	11	0.000000	1.000000
9	12	0.003628	3.000000
9	13	0.002656	3.000000
9	14	0.000000	2.000000
9	15	0.000152	2.000000
9	16	0.003871	2.000000
9	17	0.002825	3.000000
9	18	0.007520	3.000000
9	19	0.002903	3.000000
10	0	0.022508	4.000000
10	1	0.026264	3.000000
10	2	0.016066	3.000000
10	3	0.015052	2.000000
10	4	0.016647	3.000000
10	5	0.007050	3.000000
10	6	0.008063	3.000000
10	7	0.007888	4.000000
10	8	0.008919	1.000000
10	9	0.009455	2.000000
10	10	NO TIENE
10	11	0.006932	2.000000
10	12	0.012631	4.000000
10	13	0.014498	4.000000
10	14	0.007739	2.000000
10	15	0.002767	2.000000
10	16	0.000000	1.000000
10	17	0.013468	3.000000
10	18	0.000000	1.000000
10	19	0.011850	3.000000
11	0	0.008558	3.000000
11	1	0.007679	3.000000
11	2	0.000076	3.000000
11	3	0.000000	2.000000
11	4	0.000300	2.000000
11	5	0.000076	2.000000
11	6	0.000304	1.000000
11	7	0.000755	2.000000
11	8	0.000000	1.000000
11	9	0.000000	1.000000
11	10	0.007825	2.000000
11	11	NO TIENE
11	12	0.003487	2.000000
11	13	0.003036	3.000000
11	14	0.000000	1.000000
11	15	0.000151	1.000000
11	16	0.003117	2.000000
11	17	0.002493	2.000000
11	18	0.005024	3.000000
11	19	0.003670	2.000000
12	0	0.010743	3.000000
12	1	0.011399	4.000000
12	2	0.003444	3.000000
12	3	0.003216	3.000000
12	4	0.003084	2.000000
12	5	0.002411	2.000000
12	6	0.002920	1.000000
12	7	0.002742	2.000000
12	8	0.002441	3.000000
12	9	0.003782	3.000000
12	10	0.011655	4.000000
12	11	0.002792	2.000000
12	12	NO TIENE
12	13	0.000000	1.000000
12	14	0.002261	2.000000
12	15	0.003865	3.000000
12	16	0.008645	4.000000
12	17	0.000000	1.000000
12	18	0.008953	5.000000
12	19	0.000000	2.000000
13	0	0.012287	2.000000
13	1	0.012415	3.000000
13	2	0.002361	2.000000
13	3	0.003020	2.000000
13	4	0.002496	1.000000
13	5	0.003168	2.000000
13	6	0.003369	2.000000
13	7	0.003672	3.000000
13	8	0.003370	3.000000
13	9	0.002644	3.000000
13	10	0.010629	4.000000
13	11	0.002125	3.000000
13	12	0.000000	1.000000
13	13	NO TIENE
13	14	0.002957	2.000000
13	15	0.004233	3.000000
13	16	0.009220	4.000000
13	17	0.000377	1.000000
13	18	0.016549	5.000000
13	19	0.000000	2.000000
14	0	0.015464	2.000000
14	1	0.013935	3.000000
14	2	0.004157	2.000000
14	3	0.005281	2.000000
14	4	0.004129	1.000000
14	5	0.000000	2.000000
14	6	0.000000	1.000000
14	7	0.000000	2.000000
14	8	0.000606	1.000000
14	9	0.000000	2.000000
14	10	0.008554	2.000000
14	11	0.000000	1.000000
14	12	0.002648	2.000000
14	13	0.002579	2.000000
14	14	NO TIENE
14	15	0.002354	1.000000
14	16	0.005372	2.000000
14	17	0.003408	1.000000
14	18	0.007912	3.000000
14	19	0.002412	1.000000
15	0	0.015810	3.000000
15	1	0.016935	4.000000
15	2	0.008999	3.000000
15	3	0.000000	3.000000
15	4	0.007865	2.000000
15	5	0.000149	3.000000
15	6	0.000988	2.000000
15	7	0.000683	3.000000
15	8	0.000302	2.000000
15	9	0.000000	2.000000
15	10	0.002524	2.000000
15	11	0.000076	1.000000
15	12	0.004998	3.000000
15	13	0.004689	3.000000
15	14	0.002203	1.000000
15	15	NO TIENE
15	16	0.002431	1.000000
15	17	0.006313	2.000000
15	18	0.004712	2.000000
15	19	0.005019	2.000000
16	0	0.019244	4.000000
16	1	0.021507	3.000000
16	2	0.011952	3.000000
16	3	0.012179	2.000000
16	4	0.010266	3.000000
16	5	0.005770	3.000000
16	6	0.005947	3.000000
16	7	0.003974	4.000000
16	8	0.004516	1.000000
16	9	0.004625	2.000000
16	10	0.000000	1.000000
16	11	0.002344	2.000000
16	12	0.007652	4.000000
16	13	0.007949	4.000000
16	14	0.005647	2.000000
16	15	0.002569	1.000000
16	16	NO TIENE
16	17	0.007290	3.000000
16	18	0.001918	1.000000
16	19	0.008526	3.000000
17	0	0.011061	3.000000
17	1	0.011024	4.000000
17	2	0.003404	3.000000
17	3	0.002282	3.000000
17	4	0.003309	2.000000
17	5	0.002344	3.000000
17	6	0.002826	2.000000
17	7	0.001438	3.000000
17	8	0.003403	2.000000
17	9	0.002754	3.000000
17	10	0.012698	3.000000
17	11	0.002261	2.000000
17	12	0.000000	1.000000
17	13	0.000077	1.000000
17	14	0.003535	1.000000
17	15	0.005727	2.000000
17	16	0.008536	3.000000
17	17	NO TIENE
17	18	0.011262	4.000000
17	19	0.000000	1.000000
18	0	0.024307	5.000000
18	1	0.021874	4.000000
18	2	0.014800	4.000000
18	3	0.015855	3.000000
18	4	0.015430	4.000000
18	5	0.008020	4.000000
18	6	0.005027	4.000000
18	7	0.009186	5.000000
18	8	0.007318	2.000000
18	9	0.006585	3.000000
18	10	0.000000	1.000000
18	11	0.005110	3.000000
18	12	0.009011	5.000000
18	13	0.013937	5.000000
18	14	0.007357	3.000000
18	15	0.005677	2.000000
18	16	0.002437	1.000000
18	17	0.011246	4.000000
18	18	NO TIENE
18	19	0.011290	4.000000
19	0	0.017055	3.000000
19	1	0.017464	4.000000
19	2	0.007986	3.000000
19	3	0.008227	3.000000
19	4	0.008927	2.000000
19	5	0.003158	3.000000
19	6	0.003040	2.000000
19	7	0.002343	3.000000
19	8	0.002750	2.000000
19	9	0.002145	3.000000
19	10	0.011885	3.000000
19	11	0.002717	2.000000
19	12	0.000000	2.000000
19	13	0.000000	2.000000
19	14	0.002580	1.000000
19	15	0.003569	2.000000
19	16	0.008901	3.000000
19	17	0.000000	1.000000
19	18	0.010376	4.000000
19	19	NO TIENE
+++
RED:NSFNet.rut
********************************************************
********************************************************
Probablidad de Bloqueo por usuario con 8 Long. de Onda:
Probablidad de Bloqueo total de la Red: 0.002480
********************************************************
Origen	Destino	Prob.Bloqueo	Saltos
********************************************************
0	0	NO TIENE
0	1	0.000000	1.000000
0	2	0.000000	1.000000
0	3	0.000292	2.000000
0	4	0.000653	3.000000
0	5	0.007222	2.000000
0	6	0.000735	2.000000
0	7	0.000219	1.000000
0	8	0.007857	2.000000
0	9	0.007510	3.000000
0	10	0.008132	3.000000
0	11	0.008289	3.000000
0	12	0.007893	3.000000
0	13	0.013397	3.000000
1	0	0.000000	1.000000
1	1	NO TIENE
1	2	0.000000	1.000000
1	3	0.000255	1.000000
1	4	0.000544	2.000000
1	5	0.006420	2.000000
1	6	0.000944	3.000000
1	7	0.000398	2.000000
1	8	0.006188	3.000000
1	9	0.008532	3.000000
1	10	0.008951	2.000000
1	11	0.008767	3.000000
1	12	0.008404	3.000000
1	13	0.012725	3.000000
2	0	0.000000	1.000000
2	1	0.000000	1.000000
2	2	NO TIENE
2	3	0.000363	2.000000
2	4	0.010979	2.000000
2	5	0.007193	1.000000
2	6	0.000762	3.000000
2	7	0.000475	2.000000
2	8	0.009440	3.000000
2	9	0.008474	2.000000
2	10	0.008394	3.000000
2	11	0.014939	3.000000
2	12	0.014449	3.000000
2	13	0.013801	2.000000
3	0	0.000363	2.000000
3	1	0.000252	1.000000
3	2	0.000402	2.000000
3	3	NO TIENE
3	4	0.000217	1.000000
3	5	0.003933	2.000000
3	6	0.000547	2.000000
3	7	0.000943	3.000000
3	8	0.006777	3.000000
3	9	0.005273	3.000000
3	10	0.006690	1.000000
3	11	0.007208	2.000000
3	12	0.006530	2.000000
3	13	0.007506	3.000000
4	0	0.000696	3.000000
4	1	0.000692	2.000000
4	2	0.010703	2.000000
4	3	0.000510	1.000000
4	4	NO TIENE
4	5	0.003439	1.000000
4	6	0.000036	1.000000
4	7	0.000218	2.000000
4	8	0.004353	3.000000
4	9	0.004490	2.000000
4	10	0.007946	2.000000
4	11	0.008185	3.000000
4	12	0.011487	3.000000
4	13	0.010203	2.000000
5	0	0.007703	2.000000
5	1	0.007006	2.000000
5	2	0.007202	1.000000
5	3	0.003888	2.000000
5	4	0.004086	1.000000
5	5	NO TIENE
5	6	0.003729	2.000000
5	7	0.003327	3.000000
5	8	0.001644	2.000000
5	9	0.001774	1.000000
5	10	0.006673	3.000000
5	11	0.006743	2.000000
5	12	0.007038	2.000000
5	13	0.006990	1.000000
6	0	0.000472	2.000000
6	1	0.000659	3.000000
6	2	0.000509	3.000000
6	3	0.000363	2.000000
6	4	0.000036	1.000000
6	5	0.003054	2.000000
6	6	NO TIENE
6	7	0.000651	1.000000
6	8	0.008301	2.000000
6	9	0.004717	3.000000
6	10	0.007535	3.000000
6	11	0.007992	3.000000
6	12	0.008689	3.000000
6	13	0.009982	3.000000
7	0	0.000361	1.000000
7	1	0.000109	2.000000
7	2	0.000364	2.000000
7	3	0.000688	3.000000
7	4	0.000471	2.000000
7	5	0.004383	3.000000
7	6	0.000254	1.000000
7	7	NO TIENE
7	8	0.007963	1.000000
7	9	0.006960	2.000000
7	10	0.007265	3.000000
7	11	0.008282	2.000000
7	12	0.006195	2.000000
7	13	0.007481	3.000000
8	0	0.008495	2.000000
8	1	0.008386	3.000000
8	2	0.008232	3.000000
8	3	0.006616	3.000000
8	4	0.004942	3.000000
8	5	0.001733	2.000000
8	6	0.007946	2.000000
8	7	0.007098	1.000000
8	8	NO TIENE
8	9	0.000000	1.000000
8	10	0.000000	2.000000
8	11	0.000000	1.000000
8	12	0.000000	1.000000
8	13	0.000000	2.000000
9	0	0.008813	3.000000
9	1	0.007783	3.000000
9	2	0.008379	2.000000
9	3	0.005060	3.000000
9	4	0.004562	2.000000
9	5	0.001160	1.000000
9	6	0.004703	3.000000
9	7	0.007102	2.000000
9	8	0.000000	1.000000
9	9	NO TIENE
9	10	0.000000	3.000000
9	11	0.000000	2.000000
9	12	0.000000	2.000000
9	13	0.008164	2.000000
10	0	0.008984	3.000000
10	1	0.007036	2.000000
10	2	0.008461	3.000000
10	3	0.006840	1.000000
10	4	0.008500	2.000000
10	5	0.007144	3.000000
10	6	0.008933	3.000000
10	7	0.007226	3.000000
10	8	0.000000	2.000000
10	9	0.000000	3.000000
10	10	NO TIENE
10	11	0.000000	1.000000
10	12	0.000000	1.000000
10	13	0.000000	2.000000
11	0	0.007751	3.000000
11	1	0.007156	3.000000
11	2	0.013615	3.000000
11	3	0.006925	2.000000
11	4	0.008056	3.000000
11	5	0.008168	2.000000
11	6	0.007233	3.000000
11	7	0.008383	2.000000
11	8	0.000000	1.000000
11	9	0.000000	2.000000
11	10	0.000000	1.000000
11	11	NO TIENE
11	12	0.000000	2.000000
11	13	0.000000	1.000000
12	0	0.007252	3.000000
12	1	0.009350	3.000000
12	2	0.014935	3.000000
12	3	0.007347	2.000000
12	4	0.011366	3.000000
12	5	0.006990	2.000000
12	6	0.008480	3.000000
12	7	0.007780	2.000000
12	8	0.000000	1.000000
12	9	0.000000	2.000000
12	10	0.000000	1.000000
12	11	0.000000	2.000000
12	12	NO TIENE
12	13	0.000000	1.000000
13	0	0.015025	3.000000
13	1	0.013994	3.000000
13	2	0.013191	2.000000
13	3	0.007377	3.000000
13	4	0.010707	2.000000
13	5	0.006469	1.000000
13	6	0.009989	3.000000
13	7	0.007828	3.000000
13	8	0.000000	2.000000
13	9	0.008244	2.000000
13	10	0.000000	2.000000
13	11	0.000000	1.000000
13	12	0.000000	1.000000
13	13	NO TIENE
